Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
153,Stephen Graham,SG,24,POR,14,1,165,5.6,13.2,.425,1.0,3.6,.273,4.6,9.6,.483,2.6,3.0,.889,2.0,4.9,6.9,1.6,1.3,0.3,4.3,8.2,14.8,,88,112,grahast01
154,Danny Granger,SF,23,IND,82,57,2785,7.4,16.2,.459,2.1,5.4,.382,5.4,10.8,.497,4.4,5.5,.803,2.1,5.0,7.1,2.1,1.2,1.1,2.5,4.6,21.3,,111,107,grangda01
155,Gerald Green,SF,21,BOS,81,26,1780,9.1,21.7,.419,2.8,7.6,.368,6.3,14.1,.447,3.8,4.7,.805,2.0,4.1,6.1,2.4,1.2,0.7,3.5,5.8,24.7,,99,109,greenge01
156,Willie Green,SG,25,PHI,74,36,1842,10.3,24.9,.411,1.5,4.5,.325,8.8,20.4,.430,2.1,3.2,.667,1.2,3.3,4.5,3.2,1.6,0.1,3.0,4.1,24.1,,91,110,greenwi01
157,Orien Greene,SG,24,IND,41,0,254,4.7,12.7,.371,0.4,2.2,.182,4.3,10.4,.412,3.1,5.1,.600,2.5,6.5,9.0,4.5,3.5,0.8,5.7,7.8,12.9,,78,102,greenor01
158,Lynn Greer,SG,27,MIL,41,0,432,7.3,17.0,.433,2.2,6.3,.346,5.2,10.7,.483,3.2,3.9,.844,0.2,3.0,3.2,6.4,2.0,0.1,2.2,3.9,20.1,,112,113,greerly01
159,Adrian Griffin,SF,32,CHI,54,1,585,5.3,11.3,.473,0.0,0.5,.000,5.3,10.8,.496,1.3,1.7,.789,3.5,6.0,9.6,5.2,2.8,0.4,3.3,6.8,12.0,,99,98,griffad01
160,Eddie Griffin,PF,24,MIN,13,0,92,4.0,15.5,.259,0.0,0.6,.000,4.0,14.9,.269,2.3,2.9,.800,4.0,10.3,14.3,2.3,0.0,4.0,3.4,4.6,10.3,,70,105,griffed01
161,Mike Hall,SF,22,WAS,2,0,13,3.9,15.7,.250,0.0,0.0,,3.9,15.7,.250,0.0,0.0,,3.9,3.9,7.8,3.9,0.0,0.0,0.0,3.9,7.8,,82,117,hallmi01
162,Richard Hamilton,SG,28,DET,75,75,2763,10.9,23.3,.468,0.9,2.6,.341,10.0,20.7,.483,6.9,8.0,.861,1.5,4.1,5.6,5.7,1.2,0.3,3.2,4.6,29.6,,112,108,hamilri01
163,Matt Harpring,SF,30,UTA,77,2,1965,8.6,17.5,.491,0.3,1.0,.333,8.2,16.5,.501,6.3,8.2,.767,3.1,6.3,9.4,2.6,1.4,0.3,3.1,6.2,23.8,,111,108,harprma01
164,Al Harrington,PF,26,TOT,78,78,2563,9.7,21.1,.457,2.5,5.7,.433,7.2,15.4,.466,3.3,4.7,.694,2.9,6.7,9.7,2.9,1.3,0.5,3.3,5.2,25.1,,104,108,harrial01
164,Al Harrington,PF,26,IND,36,36,1208,9.6,20.9,.458,2.3,5.1,.458,7.3,15.9,.458,3.1,4.3,.713,3.1,6.7,9.7,2.2,1.1,0.4,3.9,5.0,24.6,,100,107,harrial01
164,Al Harrington,PF,26,GSW,42,42,1355,9.7,21.3,.456,2.6,6.3,.417,7.1,15.0,.473,3.4,5.0,.681,2.9,6.8,9.6,3.5,1.4,0.5,2.8,5.5,25.5,,107,108,harrial01
165,Junior Harrington,PG,26,MEM,29,8,543,5.4,12.9,.416,0.7,2.5,.269,4.7,10.5,.450,2.9,4.3,.674,1.1,5.3,6.4,8.4,2.0,0.5,4.9,7.5,14.4,,92,112,harriju01
166,Othella Harrington,PF,33,CHA,26,0,220,5.9,13.3,.446,0.0,0.0,,5.9,13.3,.446,4.0,5.2,.773,3.1,5.9,9.0,1.4,0.2,0.2,3.6,11.6,15.9,,94,111,harriot01
167,Devin Harris,PG,23,DAL,80,61,2081,7.5,15.3,.492,0.4,1.3,.280,7.2,14.0,.512,5.5,6.7,.824,1.2,3.9,5.0,7.6,2.5,0.5,3.8,6.2,20.9,,112,104,harride01
168,David Harrison,C,24,IND,24,2,190,8.2,15.8,.517,0.0,0.0,,8.2,15.8,.517,3.0,6.0,.500,2.5,9.0,11.5,1.6,1.4,3.3,7.1,12.8,19.4,,80,102,harrida01
169,Jason Hart,PG,28,TOT,36,22,846,6.2,13.9,.446,0.4,1.8,.241,5.8,12.1,.477,2.6,2.9,.894,0.9,5.2,6.1,6.4,2.7,0.1,2.4,5.2,15.5,,105,106,hartja01
169,Jason Hart,PG,28,SAC,13,0,100,7.6,15.2,.500,1.5,3.0,.500,6.1,12.2,.500,5.1,5.6,.909,1.0,6.6,7.6,5.1,1.5,0.0,2.0,11.6,21.8,,122,109,hartja01
169,Jason Hart,PG,28,LAC,23,22,746,6.0,13.8,.438,0.3,1.6,.174,5.7,12.1,.474,2.3,2.6,.889,0.9,5.0,5.9,6.6,2.9,0.1,2.4,4.3,14.6,,102,105,hartja01
170,Udonis Haslem,PF,26,MIA,79,79,2483,7.6,15.4,.492,0.0,0.1,.000,7.6,15.3,.495,3.0,4.4,.680,4.0,10.0,14.1,2.1,1.1,0.6,2.4,5.1,18.1,,106,105,hasleud01
171,Trenton Hassell,SG,27,MIN,76,68,2223,5.2,10.5,.490,0.1,0.6,.240,5.0,9.9,.505,1.7,2.2,.783,2.0,3.8,5.8,4.8,0.5,0.6,1.9,3.4,12.2,,109,112,hassetr01
172,Chuck Hayes,PF,23,HOU,78,43,1714,5.9,10.3,.573,0.0,0.0,,5.9,10.3,.573,1.7,2.7,.618,6.3,9.8,16.1,1.5,2.2,0.6,2.0,8.7,13.6,,119,98,hayesch01
173,Jarvis Hayes,SF,25,WAS,81,17,1626,7.0,17.1,.410,2.1,5.7,.361,5.0,11.4,.435,2.2,2.6,.845,1.3,5.3,6.6,2.5,1.5,0.4,1.8,5.0,18.4,,104,112,hayesja01
174,Brendan Haywood,C,27,WAS,77,49,1740,5.8,10.4,.558,0.0,0.0,,5.8,10.4,.558,3.4,6.2,.548,5.7,8.3,14.0,1.4,1.0,2.6,2.6,6.1,15.0,,112,109,haywobr01
175,Luther Head,SG,24,HOU,80,10,2211,7.3,16.8,.437,4.2,9.6,.441,3.1,7.2,.431,2.0,2.5,.790,0.7,5.3,6.0,4.6,1.8,0.1,3.3,3.2,20.9,,107,102,headlu01
176,Alan Henderson,PF,34,PHI,38,5,418,5.4,8.5,.642,0.0,0.0,,5.4,8.5,.642,4.2,6.0,.702,6.1,7.5,13.5,1.3,1.1,1.5,1.5,7.8,15.1,,136,106,hendeal01
177,Walter Herrmann,PF,27,CHA,48,12,936,9.7,18.4,.527,3.0,6.4,.461,6.7,12.0,.563,2.3,3.0,.774,1.6,6.2,7.7,1.4,0.9,0.4,1.8,4.2,24.6,,117,110,herrmwa01
178,Nenê,C,24,DEN,64,42,1715,8.4,14.8,.570,0.0,0.0,.000,8.4,14.8,.571,5.6,8.1,.689,4.3,8.6,12.9,2.2,1.8,1.7,3.6,6.0,22.5,,113,104,hilarne01
179,Grant Hill*,SG,34,ORL,65,64,2009,9.1,17.5,.518,0.1,0.3,.167,9.0,17.2,.525,6.6,8.6,.765,1.4,4.9,6.3,3.7,1.6,0.7,3.8,3.9,24.8,,109,106,hillgr01
180,Kirk Hinrich,PG,26,CHI,80,80,2839,8.6,19.2,.448,2.5,6.1,.415,6.0,13.1,.463,4.3,5.1,.835,0.6,4.4,4.9,9.0,1.8,0.4,3.4,4.9,24.0,,113,102,hinriki01
181,Robert Hite,SG,23,MIA,12,0,136,7.5,23.5,.317,2.0,9.0,.217,5.5,14.5,.378,3.1,4.7,.667,1.6,4.7,6.3,3.1,1.2,0.8,2.4,3.1,20.0,,84,108,hitero01
182,Julius Hodge,SG,23,TOT,9,1,65,4.7,9.3,.500,0.0,0.0,,4.7,9.3,.500,2.3,3.1,.750,1.6,4.7,6.2,9.3,3.1,0.0,2.3,4.7,11.6,,117,107,hodgeju01
182,Julius Hodge,SG,23,DEN,4,1,37,2.7,6.7,.400,0.0,0.0,,2.7,6.7,.400,2.7,2.7,1.000,1.3,2.7,4.0,13.3,4.0,0.0,1.3,4.0,8.0,,134,105,hodgeju01
182,Julius Hodge,SG,23,MIL,5,0,28,7.4,13.0,.571,0.0,0.0,,7.4,13.0,.571,1.9,3.7,.500,1.9,7.4,9.3,3.7,1.9,0.0,3.7,5.6,16.7,,100,111,hodgeju01
183,Ryan Hollins,C,22,CHA,27,0,185,5.6,10.2,.556,0.0,0.0,,5.6,10.2,.556,6.8,11.3,.600,3.1,5.6,8.7,0.3,1.1,2.0,4.5,11.3,18.0,,97,108,holliry01
184,Robert Horry,PF,36,SAS,68,8,1124,4.3,11.9,.359,2.4,7.1,.336,1.9,4.9,.392,1.8,3.0,.594,3.5,7.4,10.9,3.7,2.1,2.0,2.1,5.0,12.7,,104,98,horryro01
185,Eddie House,SG,28,NJN,56,1,946,10.0,23.4,.428,4.2,9.7,.429,5.8,13.7,.427,1.8,2.0,.917,0.8,4.3,5.1,3.7,1.5,0.2,1.5,3.8,26.0,,107,108,houseed01
186,Dwight Howard,C,21,ORL,82,82,3023,9.3,15.4,.603,0.0,0.0,.500,9.3,15.4,.603,6.9,11.8,.586,5.0,12.8,17.8,2.8,1.2,2.8,5.6,4.3,25.5,,107,99,howardw01
187,Josh Howard,SF,26,DAL,70,69,2455,10.8,23.5,.459,2.0,5.2,.385,8.8,18.3,.480,5.3,6.4,.827,2.8,7.5,10.4,2.8,1.8,1.2,2.7,3.9,28.8,,112,102,howarjo01
188,Juwan Howard,PF,33,HOU,80,38,2123,7.7,16.6,.465,0.0,0.0,,7.7,16.6,.465,3.9,4.7,.824,3.4,8.3,11.7,3.3,0.7,0.2,2.8,5.1,19.3,,105,103,howarju01
189,Troy Hudson,PG,30,MIN,34,6,554,7.0,18.6,.379,2.7,7.6,.350,4.4,11.0,.400,2.5,3.0,.813,0.8,3.8,4.6,7.0,1.3,0.2,3.8,2.2,19.2,,95,111,hudsotr01
190,Larry Hughes,SG,28,CLE,70,68,2596,7.8,19.4,.400,1.5,4.5,.333,6.3,14.9,.420,4.3,6.3,.676,0.8,4.6,5.4,5.2,1.8,0.5,3.1,3.3,21.3,,98,103,hughela01
191,Kris Humphries,PF,21,TOR,60,2,670,6.7,14.3,.470,0.0,0.0,,6.7,14.3,.470,4.1,6.1,.671,6.0,8.4,14.5,1.4,1.1,1.6,2.5,7.6,17.6,,107,105,humphkr01
192,Lindsey Hunter,PG,36,DET,52,0,745,6.9,18.0,.385,2.8,8.8,.319,4.1,9.2,.448,2.2,2.4,.909,0.7,2.8,3.5,6.9,2.5,0.5,2.6,4.1,18.9,,104,106,hunteli01
193,Steven Hunter,PF,25,PHI,70,41,1605,6.2,10.7,.577,0.0,0.0,,6.2,10.7,.577,2.4,5.0,.490,3.8,7.3,11.0,0.9,0.4,2.5,2.1,4.5,14.8,,108,107,huntest01
194,Andre Iguodala,SG,23,PHI,76,76,3062,7.7,17.1,.447,0.8,2.7,.310,6.8,14.4,.472,7.8,9.5,.820,1.3,6.2,7.5,7.5,2.6,0.6,4.5,3.5,24.0,,107,105,iguodan01
195,Zydrunas Ilgauskas,C,31,CLE,78,78,2130,9.6,19.7,.485,0.0,0.0,.000,9.6,19.7,.486,3.8,4.8,.807,6.0,8.9,14.9,3.1,1.2,2.4,3.5,6.4,23.0,,107,99,ilgauzy01
196,Mile Ilić,C,22,NJN,5,0,6,0.0,26.3,.000,0.0,0.0,,0.0,26.3,.000,0.0,0.0,,0.0,8.8,8.8,0.0,0.0,0.0,26.3,8.8,0.0,,0,109,ilicmi01
197,D.J. Mbenga,C,26,DAL,21,0,79,3.4,10.9,.313,0.0,0.0,,3.4,10.9,.313,4.8,5.4,.875,2.0,5.4,7.5,4.1,2.0,3.4,3.4,11.5,11.5,,91,100,mbengdj01
198,Ersan İlyasova,PF,19,MIL,66,14,973,7.4,19.4,.383,2.9,7.9,.365,4.5,11.5,.395,3.7,4.8,.787,3.1,7.0,10.1,2.6,1.4,0.9,2.7,7.9,21.5,,102,111,ilyaser01
199,Allen Iverson*,SG-PG,31,TOT,65,64,2761,10.5,23.8,.442,1.1,3.6,.315,9.4,20.2,.465,8.8,11.1,.795,0.4,3.1,3.5,8.5,2.2,0.2,4.9,1.7,31.0,,106,108,iversal01
199,Allen Iverson*,PG,31,PHI,15,15,640,12.5,30.3,.413,1.0,4.4,.226,11.5,25.9,.444,12.7,14.4,.885,0.6,2.8,3.4,9.0,2.7,0.1,5.5,1.7,38.7,,105,108,iversal01
199,Allen Iverson*,SG,31,DEN,50,49,2121,10.0,22.0,.454,1.2,3.3,.347,8.8,18.6,.473,7.7,10.1,.759,0.4,3.2,3.5,8.3,2.1,0.3,4.7,1.7,28.8,,106,108,iversal01
200,Royal Ivey,PG,25,ATL,53,18,539,6.3,14.1,.448,0.5,1.6,.313,5.8,12.6,.465,2.4,3.5,.686,1.5,3.6,5.0,4.5,2.4,0.4,3.1,6.1,15.5,,97,109,iveyro01
201,Jarrett Jack,PG,23,POR,79,79,2651,6.6,14.5,.454,1.3,3.7,.350,5.3,10.8,.490,5.0,5.7,.871,0.4,3.9,4.3,8.5,1.8,0.2,3.8,4.1,19.4,,110,112,jackja01
202,Bobby Jackson,SG,33,NOK,56,2,1330,8.2,20.7,.394,2.2,6.6,.327,6.0,14.1,.425,5.2,6.7,.774,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104,107,jacksbo01
203,Luke Jackson,SF,25,TOT,13,2,138,7.2,16.2,.442,1.9,6.4,.294,5.3,9.8,.538,1.9,3.4,.556,0.8,3.0,3.8,4.9,1.9,0.4,2.6,5.6,18.1,,98,108,jackslu02
203,Luke Jackson,SF,25,LAC,3,0,16,3.3,26.4,.125,3.3,13.2,.250,0.0,13.2,.000,0.0,0.0,,0.0,3.3,3.3,13.2,0.0,0.0,3.3,9.9,9.9,,59,112,jackslu02
203,Luke Jackson,SF,25,TOR,10,2,122,7.6,14.9,.514,1.7,5.5,.308,5.9,9.3,.636,2.1,3.8,.556,0.8,3.0,3.8,3.8,2.1,0.4,2.5,5.1,19.1,,106,107,jackslu02
204,Marc Jackson,PF,32,NOK,56,25,1025,8.3,20.1,.410,0.0,0.1,.000,8.3,20.1,.411,4.7,5.3,.874,3.2,6.7,10.0,3.0,1.1,0.4,3.4,4.6,21.2,,97,108,jacksma02
205,Stephen Jackson,SF-SG,28,TOT,75,69,2479,8.3,19.0,.433,2.0,6.3,.322,6.2,12.8,.488,4.9,6.0,.813,1.2,3.2,4.5,5.8,1.7,0.7,3.7,4.0,23.4,,105,109,jacksst02
205,Stephen Jackson,SG,28,IND,37,32,1186,7.9,18.8,.419,1.8,6.0,.297,6.1,12.8,.476,5.3,6.4,.822,0.7,3.4,4.2,5.0,1.4,0.9,3.5,3.8,22.8,,103,108,jacksst02
205,Stephen Jackson,SF,28,GSW,38,37,1293,8.6,19.2,.446,2.2,6.5,.341,6.4,12.8,.499,4.6,5.7,.804,1.6,3.1,4.8,6.5,1.9,0.5,3.8,4.2,24.0,,107,110,jacksst02
206,Jerome James,C,31,NYK,41,11,273,6.4,15.3,.418,0.0,0.0,,6.4,15.3,.418,1.9,3.5,.556,4.1,8.7,12.8,0.6,1.2,2.9,4.5,14.1,14.7,,81,105,jamesje01
207,LeBron James,SF,22,CLE,78,78,3190,12.8,26.9,.476,1.6,5.1,.319,11.2,21.7,.513,8.1,11.6,.698,1.4,7.3,8.7,7.8,2.1,0.9,4.1,2.8,35.3,,112,100,jamesle01
208,Mike James,PG,31,MIN,82,65,2069,7.6,17.9,.422,2.0,5.5,.372,5.5,12.4,.445,3.9,4.7,.837,0.6,3.5,4.2,7.6,1.4,0.2,3.3,4.4,21.1,,105,111,jamesmi01
209,Antawn Jamison,PF,30,WAS,70,70,2662,9.8,21.8,.450,2.6,7.3,.364,7.2,14.6,.492,4.3,5.9,.736,2.6,8.2,10.8,2.6,1.5,0.7,2.0,3.7,26.6,,113,110,jamisan01
210,Marko Jarić,SG,28,MIN,70,13,1555,4.6,11.0,.418,1.1,2.9,.376,3.5,8.1,.433,2.3,3.0,.761,1.8,4.4,6.2,4.9,2.5,0.5,3.0,5.8,12.6,,99,107,jaricma01
211,Šarūnas Jasikevičius,SG-PG,30,TOT,63,3,973,6.7,16.8,.398,2.3,6.8,.338,4.4,10.0,.438,4.5,5.0,.905,0.8,2.8,3.6,9.0,1.4,0.1,4.7,3.9,20.1,,103,110,jasiksa01
211,Šarūnas Jasikevičius,SG,30,IND,37,1,664,7.1,17.3,.412,2.5,6.7,.372,4.6,10.6,.437,4.6,5.0,.922,0.8,3.0,3.8,8.7,1.0,0.0,4.6,4.1,21.3,,105,110,jasiksa01
211,Šarūnas Jasikevičius,PG,30,GSW,26,2,309,5.8,15.8,.366,1.9,6.9,.273,3.9,8.9,.439,4.2,4.9,.871,0.8,2.5,3.3,9.6,2.0,0.2,4.9,3.4,17.7,,98,111,jasiksa01
212,Al Jefferson,C,22,BOS,69,60,2319,10.2,19.8,.514,0.0,0.0,.000,10.2,19.8,.514,4.5,6.6,.681,5.3,11.7,17.0,2.0,1.1,2.4,3.1,5.2,24.9,,109,103,jeffeal01
213,Richard Jefferson,SF,26,NJN,55,53,1956,8.1,17.9,.456,1.4,3.9,.359,6.7,14.0,.483,6.4,8.8,.733,1.3,5.2,6.4,4.0,0.9,0.2,3.2,3.3,24.1,,106,109,jefferi01
214,Jared Jeffries,SF,25,NYK,55,43,1307,3.8,8.3,.461,0.1,0.8,.100,3.8,7.5,.500,1.3,2.8,.456,4.5,5.1,9.6,2.7,1.8,1.2,2.5,6.1,9.0,,99,108,jeffrja01
215,Alexander Johnson,PF,23,MEM,59,19,753,6.2,11.5,.538,0.0,0.0,,6.2,11.5,.538,5.3,8.0,.661,3.4,8.9,12.3,1.2,1.7,2.4,3.2,9.3,17.7,,107,108,johnsal01
216,Amir Johnson,PF,19,DET,8,0,124,8.0,14.6,.545,0.0,1.3,.000,8.0,13.3,.600,4.9,6.2,.786,6.7,9.8,16.4,1.3,2.2,5.8,4.0,8.4,20.8,,111,96,johnsam01
217,Anthony Johnson,PG,32,TOT,67,17,1301,5.8,14.1,.414,1.0,3.0,.342,4.8,11.1,.433,1.9,2.5,.754,0.9,3.2,4.1,8.3,1.4,0.1,3.1,4.9,14.6,,101,110,johnsan02
217,Anthony Johnson,PG,32,DAL,40,0,562,5.7,13.9,.411,1.0,2.8,.379,4.7,11.2,.419,2.0,2.8,.724,1.2,3.3,4.6,7.4,1.5,0.1,3.0,6.5,14.5,,102,106,johnsan02
217,Anthony Johnson,PG,32,ATL,27,17,739,5.9,14.2,.416,1.0,3.2,.318,4.9,11.0,.444,1.8,2.3,.781,0.6,3.2,3.8,8.9,1.2,0.1,3.2,3.7,14.7,,100,112,johnsan02
218,DerMarr Johnson,SF,26,DEN,39,7,419,5.9,18.1,.325,2.2,10.3,.216,3.6,7.8,.470,1.9,2.5,.762,1.2,5.5,6.7,2.0,1.9,1.4,3.2,4.6,15.9,,82,106,johnsde03
219,Joe Johnson,SG,25,ATL,57,57,2359,12.1,25.8,.471,2.7,7.1,.381,9.4,18.7,.504,5.3,7.1,.748,1.2,4.2,5.4,5.6,1.4,0.2,4.0,2.6,32.2,,109,111,johnsjo02
220,Linton Johnson,PF,26,NOK,54,0,720,6.9,14.0,.489,0.7,2.2,.333,6.1,11.8,.519,2.2,2.7,.811,3.8,8.2,12.0,1.3,2.4,1.3,2.0,7.5,16.7,,111,103,johnsli01
221,Bobby Jones,SF,23,PHI,44,5,336,6.8,14.6,.462,0.2,1.4,.111,6.6,13.2,.500,3.6,6.5,.561,3.5,5.5,9.0,2.5,1.7,0.2,2.8,9.3,17.3,,99,108,jonesbo02
222,Dahntay Jones,SG,26,MEM,78,25,1671,6.8,14.1,.477,0.2,0.4,.417,6.6,13.8,.479,4.2,5.3,.793,1.4,3.3,4.7,2.1,1.2,0.7,2.8,5.9,17.9,,102,115,jonesda02
223,Damon Jones,PG,30,CLE,60,0,1173,6.2,16.0,.386,4.0,10.4,.385,2.2,5.6,.387,1.4,2.0,.682,0.4,2.6,3.0,4.2,0.7,0.1,1.6,2.4,17.7,,109,107,jonesda01
224,Dwayne Jones,PF,23,CLE,4,0,18,0.0,2.9,.000,0.0,0.0,,0.0,2.9,.000,8.8,17.6,.500,2.9,14.7,17.6,0.0,0.0,0.0,5.9,8.8,8.8,,64,101,jonesdw02
225,Eddie Jones,SG,35,TOT,64,41,1594,5.9,13.9,.422,2.6,7.3,.351,3.3,6.6,.500,1.9,2.5,.787,1.0,5.2,6.3,3.6,2.2,0.3,1.6,4.1,16.3,,111,108,jonesed02
225,Eddie Jones,SG,35,MEM,29,14,561,5.2,13.8,.377,2.0,6.8,.297,3.2,7.0,.455,2.3,3.1,.735,1.3,4.3,5.6,3.0,2.0,0.2,2.1,4.9,14.7,,99,113,jonesed02
225,Eddie Jones,SG,35,MIA,35,27,1033,6.3,14.0,.446,2.9,7.6,.378,3.4,6.4,.528,1.8,2.1,.829,0.9,5.8,6.7,3.9,2.4,0.4,1.2,3.6,17.2,,118,105,jonesed02
226,Fred Jones,SG,27,TOT,63,12,1319,5.6,14.4,.385,1.6,5.1,.305,4.0,9.3,.429,3.8,4.6,.833,0.9,3.7,4.6,4.3,1.9,0.6,2.7,4.8,16.5,,99,109,jonesfr01
226,Fred Jones,SG,27,TOR,39,9,870,5.7,14.8,.386,1.9,6.0,.317,3.8,8.8,.432,4.4,5.2,.830,1.0,3.9,4.9,3.3,1.8,0.7,3.0,4.8,17.7,,98,107,jonesfr01
226,Fred Jones,SG,27,POR,24,3,449,5.2,13.6,.384,0.8,3.3,.259,4.4,10.3,.424,2.7,3.1,.846,0.8,3.1,4.0,6.4,2.2,0.5,2.1,5.0,13.9,,103,111,jonesfr01
227,James Jones,SF,26,PHO,76,7,1376,5.9,16.0,.368,3.3,8.7,.378,2.6,7.4,.356,2.6,3.0,.877,1.2,5.2,6.4,1.6,1.0,1.5,1.0,4.2,17.7,,106,108,jonesja02
228,Jumaine Jones,SF,27,PHO,18,0,138,5.1,18.5,.275,3.6,11.6,.313,1.5,6.9,.211,0.7,0.7,1.000,2.2,6.2,8.4,0.4,1.8,0.4,2.5,6.9,14.5,,77,106,jonesju01
229,Solomon Jones,PF,22,ATL,58,8,666,5.2,10.3,.508,0.0,0.1,.000,5.2,10.2,.512,4.7,6.0,.787,3.9,7.0,10.9,0.9,0.9,3.4,2.0,9.9,15.1,,116,107,jonesso01
230,Chris Kaman,C,24,LAC,75,66,2176,7.1,15.8,.451,0.0,0.0,.000,7.1,15.8,.452,4.0,5.4,.741,3.9,10.4,14.3,1.9,1.0,2.8,3.6,6.1,18.3,,97,103,kamanch01
231,Jason Kapono,SF,25,MIA,67,35,1767,8.4,17.0,.494,3.3,6.3,.514,5.1,10.7,.482,2.0,2.2,.892,0.8,4.7,5.4,2.4,1.1,0.1,2.1,4.1,22.0,,114,109,kaponja01
232,Viktor Khryapa,PF,24,CHI,33,0,231,6.0,15.5,.386,0.0,1.3,.000,6.0,14.2,.422,4.2,5.8,.731,4.4,8.2,12.6,4.7,2.2,0.2,3.6,11.8,16.2,,96,98,khryavi01
233,Jason Kidd*,PG,33,NJN,80,80,2933,6.6,16.3,.406,2.2,6.5,.343,4.4,9.8,.448,3.2,4.1,.778,2.4,9.3,11.7,13.2,2.3,0.4,3.8,2.6,18.6,,111,103,kiddja01
234,Tarence Kinsey,SG,22,MEM,48,12,967,7.4,16.1,.457,0.7,2.4,.283,6.7,13.7,.488,4.1,5.2,.796,1.5,3.6,5.1,2.2,2.8,0.1,2.4,3.0,19.6,,104,112,kinseta01
235,Andrei Kirilenko,SF,25,UTA,70,70,2049,5.0,10.7,.471,0.4,1.9,.213,4.6,8.8,.528,4.5,6.1,.728,2.3,6.2,8.4,5.2,1.9,3.7,3.5,4.4,14.9,,106,103,kirilan01
236,Linas Kleiza,PF,22,DEN,79,14,1488,6.6,15.7,.422,2.7,7.3,.376,3.9,8.4,.462,3.8,4.5,.852,2.5,6.3,8.8,1.5,0.9,0.5,2.6,6.6,19.8,,108,108,kleizli01
237,Brevin Knight,PG,31,CHA,45,25,1273,6.2,14.9,.419,0.0,0.7,.056,6.2,14.1,.438,4.2,5.2,.805,0.6,4.1,4.7,12.1,2.7,0.1,3.9,4.6,16.7,,103,108,knighbr01
238,Yaroslav Korolev,SF,19,LAC,10,0,41,5.2,20.6,.250,1.3,6.4,.200,3.9,14.2,.273,3.9,7.7,.500,1.3,2.6,3.9,5.2,3.9,0.0,1.3,0.0,15.5,,79,105,korolya01
239,Kyle Korver,SF,25,PHI,74,1,2288,8.6,19.5,.440,3.1,7.1,.430,5.6,12.4,.446,4.4,4.8,.914,0.7,5.3,6.0,2.4,1.3,0.5,2.7,4.3,24.7,,109,109,korveky01
240,Nenad Krstić,C,23,NJN,26,26,848,10.5,20.0,.526,0.0,0.1,.000,10.5,20.0,.528,5.3,7.5,.711,3.2,7.7,10.9,2.9,0.6,1.5,3.2,5.5,26.4,,107,107,krstine01
241,Raef LaFrentz,PF,30,POR,27,9,352,6.0,15.7,.382,0.3,3.6,.087,5.7,12.2,.468,3.1,4.0,.769,3.9,6.9,10.8,1.2,1.1,1.7,2.0,8.8,15.4,,96,110,lafrera01
242,James Lang,C,23,WAS,11,0,55,3.7,8.3,.444,0.0,0.0,,3.7,8.3,.444,2.8,4.6,.600,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,,107,112,langja01
243,David Lee,PF,23,NYK,58,12,1731,7.3,12.2,.600,0.0,0.0,,7.3,12.2,.600,4.3,5.3,.815,6.0,12.4,18.4,3.2,1.5,0.7,2.8,4.7,19.0,,127,105,leeda02
244,Rashard Lewis,SF,27,SEA,60,60,2348,10.3,22.4,.461,3.4,8.6,.390,6.9,13.8,.505,5.9,7.0,.841,2.0,6.8,8.8,3.2,1.5,0.9,2.6,3.2,29.9,,117,110,lewisra02
245,Randy Livingston,PG,31,SEA,4,0,26,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,0.0,0.0,,2.0,0.0,2.0,8.0,0.0,0.0,2.0,4.0,0.0,,61,119,livinra01
246,Shaun Livingston,PG,21,LAC,54,31,1611,6.8,14.7,.463,0.2,0.5,.313,6.7,14.2,.469,2.7,3.8,.707,1.8,4.2,6.0,9.0,1.9,1.0,3.5,4.4,16.5,,103,107,livinsh01
247,Kyle Lowry,PG,20,MEM,10,0,175,4.1,11.1,.368,0.9,2.3,.375,3.2,8.8,.367,7.3,8.2,.893,3.5,5.6,9.1,9.4,4.1,0.3,3.5,5.9,16.4,,118,108,lowryky01
248,John Lucas III,PG,24,HOU,47,0,383,8.6,21.6,.397,2.1,8.2,.254,6.5,13.4,.485,2.1,2.6,.789,1.2,3.7,5.0,4.6,2.3,0.0,2.1,5.3,21.3,,99,102,lucasjo02
249,Tyronn Lue,PG,29,ATL,56,17,1488,7.8,18.8,.416,2.0,5.8,.348,5.8,13.0,.446,5.2,5.8,.883,0.7,3.0,3.7,7.2,0.9,0.0,3.0,3.6,22.8,,110,113,luety01
250,Mark Madsen,C,31,MIN,56,0,473,2.6,4.8,.535,0.0,0.0,,2.6,4.8,.535,1.7,3.2,.517,3.9,5.8,9.7,1.1,1.1,1.1,2.3,11.2,6.8,,100,108,madsema01
251,Corey Maggette,SF,27,LAC,75,31,2291,8.5,18.7,.454,0.3,1.5,.200,8.2,17.2,.476,12.0,14.6,.820,2.1,8.1,10.2,4.8,1.5,0.3,4.6,5.6,29.2,,110,106,maggeco01
