Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
21,Vin Baker,C,28,SEA,79,75,2849,9.3,20.4,.455,0.0,0.1,.250,9.2,20.2,.457,5.1,7.4,.682,4.1,6.8,10.9,2.7,0.8,1.2,3.8,5.2,23.7,,99,106,bakervi01
22,Charles Barkley*,PF,36,HOU,20,18,620,8.7,18.2,.477,0.5,2.1,.231,8.2,16.1,.510,5.8,9.0,.645,5.8,11.3,17.2,5.2,1.2,0.3,3.6,3.9,23.8,,110,104,barklch01
23,Dana Barros,PG,32,BOS,72,0,1139,8.7,19.4,.451,2.6,6.4,.410,6.1,13.0,.471,2.9,3.4,.868,0.6,3.8,4.4,5.9,1.4,0.2,2.9,3.6,23.0,,110,109,barroda01
24,Brent Barry,SG,28,SEA,80,74,2726,6.2,13.3,.463,3.1,7.5,.411,3.1,5.8,.529,2.4,3.0,.809,0.9,6.1,7.0,5.5,1.9,0.6,2.7,4.3,17.8,,115,105,barrybr01
25,Drew Barry,PG,26,TOT,16,0,159,4.8,10.6,.455,2.3,5.8,.389,2.6,4.8,.533,1.3,1.6,.800,0.0,3.9,3.9,10.6,0.6,0.0,4.2,7.4,13.2,,106,113,barrydr01
25,Drew Barry,PG,26,GSW,8,0,85,5.3,10.7,.500,1.8,5.3,.333,3.6,5.3,.667,0.6,1.2,.500,0.0,4.7,4.7,10.1,1.2,0.0,3.6,8.3,13.0,,108,111,barrydr01
25,Drew Barry,PG,26,ATL,8,0,74,4.2,10.6,.400,2.8,6.4,.444,1.4,4.2,.333,2.1,2.1,1.000,0.0,2.8,2.8,11.3,0.0,0.0,4.9,6.4,13.4,,104,115,barrydr01
26,Jon Barry,SG,30,SAC,62,1,1281,6.1,13.1,.465,2.5,5.8,.429,3.6,7.2,.495,4.0,4.4,.922,1.4,4.6,6.0,5.7,2.8,0.3,3.2,3.9,18.7,,116,102,barryjo01
27,Tony Battie,C,23,BOS,82,4,1505,7.4,15.5,.477,0.0,0.3,.125,7.4,15.2,.483,3.4,5.1,.675,5.1,8.7,13.8,2.1,1.6,2.4,2.3,8.4,18.2,,108,103,battito01
28,Jonathan Bender,SF,19,IND,24,1,130,9.1,27.8,.329,0.8,4.8,.167,8.3,23.0,.362,6.3,9.5,.667,1.6,6.7,8.3,1.2,0.4,2.0,2.8,7.1,25.4,,82,105,bendejo01
29,Benoit Benjamin,C,35,CLE,3,0,8,6.3,18.8,.333,0.0,0.0,,6.3,18.8,.333,0.0,0.0,,0.0,6.3,6.3,0.0,0.0,6.3,0.0,6.3,12.5,,73,103,benjabe01
30,Corey Benjamin,SG,21,CHI,48,10,862,9.0,21.8,.414,1.9,5.5,.348,7.1,16.2,.437,3.1,5.1,.598,1.3,4.2,5.5,3.4,1.9,1.4,4.6,7.6,23.0,,88,105,benjaco01
31,Mario Bennett,PF,26,LAC,1,0,3,0.0,51.1,.000,0.0,0.0,,0.0,51.1,.000,0.0,0.0,,17.0,17.0,34.1,0.0,0.0,0.0,0.0,17.0,0.0,,23,106,bennema01
32,Travis Best,PG,27,IND,82,0,1691,8.3,17.1,.483,1.1,2.8,.376,7.2,14.3,.504,4.8,5.8,.821,0.5,3.8,4.3,8.3,2.3,0.2,3.3,6.2,22.4,,112,105,besttr01
33,Mike Bibby,PG,21,VAN,82,82,3155,7.7,17.2,.445,1.3,3.5,.363,6.4,13.7,.466,3.3,4.2,.780,1.2,3.9,5.1,11.1,2.2,0.3,4.1,2.9,19.9,,107,110,bibbymi01
34,Chauncey Billups,SG,23,DEN,13,5,305,5.6,16.8,.337,1.2,6.8,.171,4.5,10.0,.450,6.1,7.3,.841,1.3,4.3,5.6,6.5,1.7,0.3,4.0,4.5,18.6,,95,108,billuch01
35,Mookie Blaylock,PG,32,GSW,73,72,2459,6.7,17.1,.391,2.1,6.2,.336,4.6,11.0,.422,1.4,1.9,.705,1.1,4.4,5.5,10.0,3.0,0.5,2.9,2.5,16.8,,103,108,blaylmo01
36,Corie Blount,PF,31,PHO,38,1,446,5.0,10.2,.494,0.0,0.2,.000,5.0,10.0,.506,2.2,3.8,.576,6.0,7.0,12.9,1.1,1.7,0.8,3.2,8.9,12.2,,99,99,blounco01
37,Muggsy Bogues,PG,35,TOR,80,5,1731,4.7,10.7,.439,0.5,1.5,.333,4.2,9.2,.456,2.4,2.6,.908,0.7,3.3,4.0,9.0,1.9,0.1,1.8,3.6,12.3,,116,108,boguemu01
38,Etdrick Bohannon,PF,26,TOT,13,0,118,3.0,5.6,.538,0.0,0.0,,3.0,5.6,.538,6.5,10.4,.625,5.6,7.8,13.5,2.2,0.9,2.6,4.3,10.8,12.6,,104,108,bohanet01
38,Etdrick Bohannon,PF,26,NYK,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,32.3,43.1,.750,10.8,0.0,10.8,0.0,0.0,0.0,21.5,10.8,32.3,,90,110,bohanet01
38,Etdrick Bohannon,PF,26,LAC,11,0,113,3.2,5.9,.538,0.0,0.0,,3.2,5.9,.538,5.4,9.0,.600,5.4,8.1,13.6,2.3,0.9,2.7,3.6,10.9,11.8,,106,108,bohanet01
39,Calvin Booth,C,23,WAS,11,0,143,5.8,16.7,.348,0.0,0.0,,5.8,16.7,.348,3.6,5.1,.714,5.4,6.2,11.6,2.5,1.1,5.1,2.2,8.3,15.2,,94,104,boothca01
40,Lazaro Borrell,SF,27,SEA,17,6,167,8.6,19.4,.444,0.0,0.9,.000,8.6,18.5,.467,1.8,3.4,.545,4.3,8.0,12.3,3.1,1.8,0.9,1.8,2.8,19.1,,100,103,borrela01
41,Cal Bowdler,SF,22,ATL,46,0,423,6.1,14.2,.426,0.0,0.1,.000,6.1,14.1,.430,3.0,4.7,.632,2.7,7.8,10.5,1.7,1.7,1.1,2.6,5.7,15.1,,94,106,bowdlca01
42,Bruce Bowen,SF,28,TOT,69,2,878,4.3,11.7,.371,1.6,3.5,.466,2.7,8.2,.331,1.5,2.6,.581,1.6,4.2,5.8,2.0,1.4,0.9,1.1,7.1,11.8,,99,104,bowenbr01
42,Bruce Bowen,SF,28,PHI,42,0,311,4.3,12.2,.356,0.2,0.3,.500,4.2,11.8,.352,1.0,2.0,.500,2.3,3.7,6.0,2.7,1.5,0.8,0.8,6.2,9.8,,92,104,bowenbr01
42,Bruce Bowen,SF,28,MIA,27,2,567,4.3,11.4,.380,2.5,5.3,.464,1.9,6.1,.308,1.8,2.9,.613,1.2,4.4,5.7,1.7,1.3,0.9,1.3,7.6,12.9,,103,104,bowenbr01
43,Ryan Bowen,SF,24,DEN,52,0,589,4.0,10.1,.393,0.1,0.8,.111,3.9,9.3,.417,3.3,4.6,.717,6.5,3.4,9.8,1.7,3.4,1.1,1.2,8.2,11.3,,113,104,bowenry01
44,Ira Bowman,SG,26,PHI,11,0,20,5.2,5.2,1.000,0.0,0.0,,5.2,5.2,1.000,2.6,5.2,.500,0.0,5.2,5.2,2.6,2.6,0.0,2.6,0.0,12.9,,120,101,bowmair01
45,Earl Boykins,PG,23,TOT,26,0,261,10.8,22.3,.483,1.5,3.8,.400,9.2,18.4,.500,3.5,4.4,.783,2.3,2.7,5.0,9.2,2.3,0.2,3.3,4.4,26.5,,112,106,boykiea01
45,Earl Boykins,PG,23,ORL,1,0,8,18.5,24.7,.750,0.0,0.0,,18.5,24.7,.750,0.0,0.0,,6.2,0.0,6.2,18.5,0.0,0.0,0.0,0.0,37.0,,170,112,boykiea01
45,Earl Boykins,PG,23,CLE,25,0,253,10.5,22.2,.473,1.6,4.0,.400,8.9,18.2,.489,3.6,4.6,.783,2.2,2.8,5.0,8.9,2.4,0.2,3.4,4.6,26.2,,110,106,boykiea01
46,Shawn Bradley,C,27,DAL,77,54,1901,7.1,14.8,.479,0.0,0.1,.200,7.0,14.6,.482,3.0,4.0,.765,4.3,9.0,13.2,1.6,1.9,5.1,2.0,6.9,17.2,,108,101,bradlsh01
47,A.J. Bramlett,C,23,CLE,8,0,61,3.3,17.3,.190,0.0,0.0,,3.3,17.3,.190,0.0,0.0,,9.9,8.2,18.1,0.0,0.8,0.0,2.5,10.7,6.6,,64,106,bramlaj01
48,Elton Brand,PF,20,CHI,81,80,2999,11.3,23.4,.482,0.0,0.0,.000,11.3,23.3,.483,6.6,9.6,.685,6.2,8.3,14.5,2.8,1.2,2.4,4.1,4.6,29.1,,104,103,brandel01
49,Terrell Brandon,PG,29,MIN,71,71,2587,9.8,21.1,.466,1.1,2.7,.402,8.8,18.4,.476,3.8,4.2,.899,0.9,3.9,4.8,12.7,2.7,0.6,3.7,3.2,24.5,,111,104,brandte01
50,Chucky Brown,PF,31,TOT,63,29,1096,7.0,15.6,.451,0.1,0.5,.200,6.9,15.1,.459,1.7,2.5,.692,1.7,6.3,7.9,3.1,1.0,0.9,2.1,5.4,15.9,,96,103,brownch01
50,Chucky Brown,PF,31,SAS,30,27,602,7.2,15.5,.466,0.1,0.3,.333,7.1,15.2,.468,2.2,2.7,.806,1.0,5.8,6.8,3.6,0.7,0.9,2.5,4.7,16.7,,98,102,brownch01
50,Chucky Brown,PF,31,CHH,33,2,494,6.8,15.7,.434,0.1,0.7,.143,6.7,15.0,.448,1.1,2.2,.524,2.5,6.8,9.3,2.6,1.2,0.8,1.8,6.3,14.9,,93,103,brownch01
51,Dee Brown,PG,31,TOR,38,12,673,7.2,19.9,.360,5.2,14.4,.358,2.0,5.5,.366,0.8,1.2,.688,0.7,3.5,4.2,6.6,1.9,0.4,3.0,4.8,20.4,,101,108,brownde01
52,Marcus Brown,SG,25,DET,6,0,45,4.5,15.6,.286,0.0,7.8,.000,4.5,7.8,.571,2.2,2.2,1.000,3.3,4.5,7.8,3.3,0.0,0.0,3.3,8.9,11.2,,76,111,brownma01
53,P.J. Brown,PF,30,MIA,80,80,2302,7.5,15.6,.480,0.0,0.0,.000,7.5,15.6,.481,2.8,3.7,.755,5.0,8.9,14.0,3.4,1.5,1.4,2.3,6.1,17.8,,109,100,brownpj01
54,Randy Brown,PG,31,CHI,59,55,1625,5.2,14.4,.361,0.1,0.2,.500,5.1,14.2,.359,2.0,2.8,.738,0.8,4.0,4.8,6.7,2.0,0.5,3.5,4.0,12.5,,84,106,brownra02
55,Rick Brunson,PG,27,NYK,37,0,289,5.4,13.0,.414,0.4,2.4,.154,5.0,10.6,.474,2.0,3.4,.611,0.6,4.5,5.0,9.1,1.7,0.2,5.8,6.5,13.2,,83,103,brunsri01
56,Kobe Bryant*,SG,21,LAL,66,62,2524,11.3,24.1,.468,0.9,2.9,.319,10.3,21.2,.489,6.7,8.2,.821,2.2,6.3,8.5,6.6,2.2,1.3,3.7,4.5,30.3,,110,98,bryanko01
57,Mark Bryant,PF,34,CLE,75,50,1712,5.1,10.1,.503,0.0,0.0,,5.1,10.1,.503,2.2,2.8,.809,3.7,6.6,10.3,1.8,0.9,0.9,2.5,7.3,12.4,,103,106,bryanma01
58,Greg Buckner,SG,23,DAL,48,1,923,6.1,12.8,.476,0.5,1.4,.385,5.5,11.3,.488,2.4,3.5,.683,3.1,6.5,9.5,3.0,2.1,1.1,2.0,8.1,15.1,,108,106,buckngr01
59,Jud Buechler,SF,31,DET,58,5,657,4.2,11.9,.353,1.4,6.3,.217,2.8,5.6,.507,0.2,0.5,.286,2.3,4.7,7.0,2.5,1.9,1.2,1.0,3.8,9.9,,95,106,buechju01
60,Rodney Buford,SG,22,MIA,34,0,386,8.6,20.9,.411,1.0,4.0,.241,7.6,16.9,.451,2.2,3.1,.727,1.4,5.3,6.7,2.9,1.4,1.1,1.2,6.1,20.4,,99,103,buforro01
61,Matt Bullard,PF,32,HOU,56,27,1024,6.9,16.9,.409,3.9,8.8,.446,3.0,8.1,.368,1.2,1.5,.833,0.6,6.2,6.9,3.1,0.9,0.6,1.8,4.2,19.0,,109,108,bullama01
62,Scott Burrell,SF,29,NJN,74,9,1336,6.4,16.3,.394,3.2,9.0,.353,3.2,7.3,.444,1.5,1.9,.780,2.5,7.4,9.9,2.8,2.6,1.7,1.5,6.7,17.5,,109,103,burresc01
63,Jason Caffey,PF,26,GSW,71,56,2159,7.5,15.7,.479,0.0,0.0,.000,7.5,15.7,.480,4.8,8.0,.597,4.4,6.8,11.2,2.8,1.4,0.5,4.0,6.3,19.9,,98,109,caffeja01
64,Michael Cage,C,38,NJN,20,7,242,2.6,5.1,.500,0.0,0.0,,2.6,5.1,.500,0.6,0.6,1.000,7.1,10.3,17.4,1.9,1.7,1.7,0.9,6.4,5.8,,134,103,cagemi01
65,Marcus Camby,C,25,NYK,59,11,1548,7.9,16.4,.480,0.0,0.1,.500,7.8,16.3,.480,5.1,7.7,.670,6.1,10.0,16.0,1.7,1.5,4.0,2.5,7.1,20.9,,109,96,cambyma01
66,Elden Campbell,C,31,CHH,78,77,2538,7.5,16.7,.446,0.0,0.1,.000,7.5,16.6,.450,5.0,7.2,.690,3.4,8.5,11.9,2.6,1.1,3.0,2.6,5.4,19.9,,101,100,campbel01
67,Antoine Carr,SF,38,VAN,21,0,221,6.7,15.3,.438,0.0,0.0,,6.7,15.3,.438,2.6,3.3,.786,1.9,5.7,7.6,1.7,0.7,1.4,2.1,10.0,16.0,,97,110,carran01
68,Chris Carr,SF-SG,25,TOT,57,2,1166,9.0,22.7,.395,1.5,4.6,.317,7.5,18.1,.415,4.9,5.7,.856,1.9,6.0,7.9,3.8,1.4,0.7,5.4,5.2,24.3,,89,106,carrch01
68,Chris Carr,SG,25,GSW,7,0,74,7.5,22.4,.333,0.7,5.4,.125,6.8,17.0,.400,10.9,12.9,.842,3.4,5.4,8.8,2.0,0.0,0.7,3.4,8.2,26.5,,100,113,carrch01
68,Chris Carr,SF,25,CHI,50,2,1092,9.1,22.8,.400,1.5,4.6,.333,7.6,18.2,.416,4.5,5.2,.858,1.8,6.1,7.9,4.0,1.5,0.7,5.5,5.0,24.2,,89,106,carrch01
69,Anthony Carter,PG,24,MIA,79,30,1859,5.8,14.7,.395,0.1,0.7,.130,5.7,14.0,.407,2.7,3.6,.750,1.4,4.3,5.7,10.9,2.7,0.1,5.0,4.8,14.3,,91,102,cartean01
70,Vince Carter,SF,23,TOR,82,82,3126,13.1,28.2,.465,1.6,3.9,.403,11.5,24.2,.475,7.2,9.2,.791,2.5,5.4,7.9,5.3,1.8,1.5,3.0,4.4,35.0,,112,105,cartevi01
71,Sam Cassell,PG,30,MIL,81,81,2899,9.7,20.9,.466,0.5,1.6,.289,9.3,19.3,.481,7.0,7.9,.876,1.2,4.1,5.4,13.0,1.8,0.1,4.8,4.6,26.9,,113,110,cassesa01
72,Kelvin Cato,C,25,HOU,65,32,1581,7.0,13.0,.537,0.0,0.1,.000,7.0,12.8,.543,4.4,6.7,.649,3.3,9.3,12.5,0.8,1.1,4.0,2.3,5.6,18.3,,111,102,catoke01
73,Duane Causwell,C,31,MIA,25,2,185,5.8,10.7,.541,0.0,0.0,,5.8,10.7,.541,7.5,11.0,.684,3.2,10.4,13.6,0.6,0.6,4.6,2.9,12.2,19.1,,113,97,causwdu01
74,Cedric Ceballos,SF,30,DAL,69,25,2064,11.0,24.5,.446,1.1,3.3,.328,9.9,21.3,.464,5.1,6.1,.843,4.2,7.1,11.3,2.2,1.4,0.6,3.1,4.0,28.1,,104,107,cebalce01
75,John Celestand,PG,22,LAL,16,0,185,4.2,12.5,.333,0.6,2.5,.222,3.6,10.0,.361,1.4,1.7,.833,0.3,2.8,3.1,5.6,1.9,0.0,4.4,6.1,10.3,,74,102,celesjo01
76,Rex Chapman,SG,32,PHO,53,19,957,6.6,17.1,.388,2.2,6.6,.333,4.4,10.5,.421,3.1,4.2,.756,0.5,3.7,4.3,3.3,1.2,0.1,2.0,3.7,18.6,,100,104,chapmre01
77,Calbert Cheaney,SG,28,BOS,67,19,1309,4.7,10.6,.440,0.7,2.1,.333,4.0,8.5,.466,0.3,0.8,.429,0.9,4.5,5.3,3.1,1.7,0.5,1.8,6.1,10.4,,96,107,cheanca01
78,Pete Chilcutt,PF,31,TOT,56,2,601,4.6,11.0,.417,0.5,2.2,.231,4.1,8.7,.465,0.7,0.7,1.000,4.0,7.3,11.3,2.3,1.3,0.9,1.7,6.3,10.4,,101,107,chilcpe01
78,Pete Chilcutt,PF,31,UTA,26,0,224,5.3,14.8,.355,0.2,2.4,.100,5.0,12.4,.404,0.5,0.5,1.000,3.6,6.7,10.3,2.4,1.2,1.0,2.2,7.4,11.2,,85,104,chilcpe01
78,Pete Chilcutt,PF,31,CLE,6,0,30,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,0.0,0.0,,6.7,8.4,15.0,1.7,0.0,0.0,0.0,5.0,0.0,,101,107,chilcpe01
78,Pete Chilcutt,PF,31,LAC,24,2,347,4.6,9.3,.492,0.7,2.4,.313,3.8,6.9,.553,0.9,0.9,1.000,4.0,7.7,11.6,2.4,1.5,0.9,1.6,5.7,10.8,,114,110,chilcpe01
79,Chris Childs,PG,32,NYK,71,2,1675,4.7,11.5,.409,1.2,3.3,.356,3.5,8.1,.431,1.5,1.9,.797,0.5,4.2,4.7,9.2,1.2,0.1,3.4,7.7,12.1,,98,104,childch01
80,Doug Christie,SG,29,TOR,73,73,2264,7.1,17.5,.407,2.3,6.3,.360,4.9,11.2,.434,4.2,5.0,.843,1.4,5.1,6.5,7.4,2.3,1.0,3.3,3.8,20.7,,107,105,chrisdo01
81,Keon Clark,C,24,DEN,81,20,1850,7.8,14.5,.542,0.0,0.2,.125,7.8,14.2,.548,3.3,4.8,.688,4.4,9.4,13.8,1.9,1.2,3.1,3.4,6.3,19.0,,106,103,clarkke01
82,Keith Closs,C,23,LAC,57,6,820,6.0,12.3,.487,0.0,0.2,.000,6.0,12.1,.495,2.9,4.9,.590,4.1,7.1,11.2,1.6,0.8,4.5,2.1,5.0,14.8,,104,108,closske01
83,Derrick Coleman,PF,32,CHH,74,64,2347,9.7,21.3,.456,1.1,3.1,.362,8.6,18.2,.471,6.4,8.2,.785,2.7,11.1,13.8,3.8,0.7,2.8,3.8,4.2,27.0,,103,99,colemde01
84,Bimbo Coles,PG,31,ATL,80,54,1924,7.5,16.5,.455,0.2,1.1,.205,7.3,15.4,.472,2.3,2.8,.817,0.8,3.9,4.7,7.9,1.6,0.3,2.8,4.8,17.5,,104,110,colesbi01
85,Marty Conlon,C,32,LAC,3,0,9,5.7,11.4,.500,0.0,0.0,,5.7,11.4,.500,0.0,0.0,,5.7,5.7,11.4,0.0,0.0,0.0,0.0,5.7,11.4,,121,115,conloma01
86,Tyrone Corbin,SF,37,SAC,54,5,941,4.5,12.7,.356,0.5,2.3,.227,4.0,10.4,.384,1.7,2.0,.846,2.1,6.4,8.5,3.1,1.8,0.3,1.5,5.1,11.3,,94,103,corbity01
87,Chris Crawford,PF,24,ATL,55,11,668,7.1,17.9,.397,0.5,2.1,.259,6.6,15.8,.416,4.9,6.3,.778,4.0,3.8,7.8,2.6,1.3,1.3,2.9,6.5,19.7,,101,110,crawfch01
88,Austin Croshere,PF,24,IND,81,14,1885,7.9,17.9,.441,1.7,4.8,.362,6.2,13.1,.470,5.4,6.3,.848,3.7,10.4,14.1,2.4,1.2,1.6,3.3,5.6,22.8,,107,101,croshau01
89,John Crotty,PG,30,DET,69,0,937,5.7,13.4,.422,1.8,4.3,.413,3.9,9.2,.427,4.3,5.0,.860,0.9,3.1,4.0,6.9,1.4,0.3,2.9,5.6,17.4,,111,109,crottjo01
90,Terry Cummings,PF,38,GSW,22,0,398,9.6,22.4,.429,0.0,0.0,,9.6,22.4,.429,4.0,4.9,.821,5.7,7.8,13.5,2.7,1.6,1.0,3.4,9.4,23.3,,99,107,cummite01
91,Vonteego Cummings,PG,23,GSW,75,11,1793,7.4,18.4,.405,1.4,4.2,.325,6.1,14.1,.429,3.6,4.7,.751,1.6,3.6,5.2,6.9,2.6,0.4,3.7,4.9,19.8,,99,109,cummivo01
92,Bill Curley,SF-PF,27,TOT,28,0,309,4.7,11.1,.426,0.0,0.2,.000,4.7,10.9,.433,2.9,4.1,.720,2.9,5.2,8.2,2.3,2.1,0.7,3.4,10.0,12.4,,90,108,curlebi01
92,Bill Curley,PF,27,HOU,4,0,50,6.1,11.2,.545,0.0,0.0,,6.1,11.2,.545,0.0,0.0,,4.1,4.1,8.2,0.0,2.0,0.0,4.1,10.2,12.2,,87,108,curlebi01
92,Bill Curley,SF,27,GSW,24,0,259,4.5,11.1,.404,0.0,0.2,.000,4.5,10.9,.411,3.5,4.9,.720,2.7,5.4,8.2,2.7,2.1,0.8,3.3,9.9,12.4,,91,108,curlebi01
93,Dell Curry,SG,35,TOR,67,9,1095,9.2,21.5,.427,4.5,11.5,.393,4.7,10.1,.467,1.1,1.5,.750,0.5,4.2,4.7,4.2,1.5,0.4,1.9,3.1,24.0,,109,108,curryde01
94,Michael Curry,SG,31,DET,82,3,1611,5.7,11.8,.480,0.0,0.2,.200,5.6,11.6,.484,4.4,5.2,.839,0.7,2.6,3.2,2.7,1.0,0.2,2.3,6.5,15.8,,107,110,currymi01
95,Erick Dampier,C,24,GSW,21,12,495,7.1,17.6,.405,0.0,0.0,,7.1,17.6,.405,2.7,5.2,.529,4.9,8.7,13.6,1.9,0.8,1.5,2.9,7.6,17.0,,90,108,dampier01
96,Antonio Daniels,SG,24,SAS,68,1,1195,7.2,15.2,.474,1.0,2.9,.333,6.2,12.3,.507,3.2,4.5,.713,0.7,3.1,3.8,7.8,2.4,0.2,2.6,3.2,18.6,,110,101,daniean01
97,Kornél Dávid,SF,28,TOT,32,5,474,7.6,17.7,.427,0.0,0.3,.000,7.6,17.4,.435,5.1,6.3,.804,2.9,6.2,9.1,1.9,1.9,0.3,3.7,6.3,20.2,,94,105,davidko01
97,Kornél Dávid,SF,28,CHI,26,5,443,7.6,17.9,.426,0.0,0.4,.000,7.6,17.6,.434,5.1,6.3,.808,2.7,6.2,8.8,1.9,1.6,0.2,3.8,5.9,20.4,,94,106,davidko01
97,Kornél Dávid,SF,28,CLE,6,0,31,6.5,14.6,.444,0.0,0.0,,6.5,14.6,.444,4.9,6.5,.750,6.5,6.5,12.9,1.6,6.5,1.6,3.2,11.3,17.8,,103,93,davidko01
